id1,id2,pair_id,true_class,predicted_class,score_S
CHEBI_145662,CHEBI_145665,CHEBI_145662_CHEBI_145665,Protomers,Protomers,92.0
CHEBI_24848,CHEBI_23311,CHEBI_23311_CHEBI_24848,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_32730,CHEBI_32723,CHEBI_32723_CHEBI_32730,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_84002,CHEBI_84003,CHEBI_84002_CHEBI_84003,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_57530,CHEBI_15823,CHEBI_15823_CHEBI_57530,Protomers,Protomers,93.0
CHEBI_27649,CHEBI_50389,CHEBI_27649_CHEBI_50389,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_181660,CHEBI_212970,CHEBI_181660_CHEBI_212970,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_223268,CHEBI_225003,CHEBI_223268_CHEBI_225003,Diastereomers,Diastereomers,100.0
CHEBI_150443,CHEBI_156922,CHEBI_150443_CHEBI_156922,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_207933,CHEBI_224686,CHEBI_207933_CHEBI_224686,Diastereomers,Diastereomers,100.0
CHEBI_39341,CHEBI_39342,CHEBI_39341_CHEBI_39342,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_58538,CHEBI_27951,CHEBI_27951_CHEBI_58538,Protomers,Protomers,87.0
CHEBI_28548,CHEBI_37209,CHEBI_28548_CHEBI_37209,Enantiomers,Diastereomers,100.0
CHEBI_31529,CHEBI_59908,CHEBI_31529_CHEBI_59908,Protomers,Protomers,86.0
CHEBI_35745,CHEBI_35760,CHEBI_35745_CHEBI_35760,Protomers,Protomers,70.0
CHEBI_65826,CHEBI_65827,CHEBI_65826_CHEBI_65827,Diastereomers,Diastereomers,100.0
CHEBI_5571,CHEBI_16165,CHEBI_16165_CHEBI_5571,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_77043,CHEBI_77045,CHEBI_77043_CHEBI_77045,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_139463,CHEBI_70611,CHEBI_139463_CHEBI_70611,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_30661,CHEBI_233333,CHEBI_233333_CHEBI_30661,Stereo-resolution pairs,Stereo-resolution pairs,89.0
CHEBI_58854,CHEBI_50972,CHEBI_50972_CHEBI_58854,Protomers,Protomers,95.0
CHEBI_96603,CHEBI_96550,CHEBI_96550_CHEBI_96603,Diastereomers,Diastereomers,100.0
CHEBI_63254,CHEBI_62763,CHEBI_62763_CHEBI_63254,Protomers,Protomers,96.0
CHEBI_167897,CHEBI_68749,CHEBI_167897_CHEBI_68749,Protomers,Protomers,94.0
CHEBI_183969,CHEBI_77127,CHEBI_183969_CHEBI_77127,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_227209,CHEBI_198701,CHEBI_198701_CHEBI_227209,Diastereomers,Diastereomers,100.0
CHEBI_208339,CHEBI_208344,CHEBI_208339_CHEBI_208344,Diastereomers,Diastereomers,100.0
CHEBI_78345,CHEBI_79189,CHEBI_78345_CHEBI_79189,Protomers,Protomers,91.0
CHEBI_132890,CHEBI_81951,CHEBI_132890_CHEBI_81951,Protomers,Protomers,94.0
CHEBI_32304,CHEBI_91126,CHEBI_32304_CHEBI_91126,Diastereomers,Stereo-resolution pairs,85.0
CHEBI_156748,CHEBI_153424,CHEBI_153424_CHEBI_156748,Stereo-resolution pairs,Stereo-resolution pairs,77.0
CHEBI_37879,CHEBI_37883,CHEBI_37879_CHEBI_37883,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_62974,CHEBI_156790,CHEBI_156790_CHEBI_62974,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_215990,CHEBI_199599,CHEBI_199599_CHEBI_215990,Diastereomers,Diastereomers,100.0
CHEBI_51058,CHEBI_51059,CHEBI_51058_CHEBI_51059,Enantiomers,Enantiomers,100.0
CHEBI_59250,CHEBI_64169,CHEBI_59250_CHEBI_64169,Stereo-resolution pairs,Stereo-resolution pairs,78.0
CHEBI_91937,CHEBI_92122,CHEBI_91937_CHEBI_92122,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_102165,CHEBI_99011,CHEBI_102165_CHEBI_99011,Diastereomers,Diastereomers,100.0
CHEBI_15408,CHEBI_6041,CHEBI_15408_CHEBI_6041,Enantiomers,Enantiomers,100.0
CHEBI_151379,CHEBI_156670,CHEBI_151379_CHEBI_156670,Stereo-resolution pairs,Stereo-resolution pairs,79.0
CHEBI_102269,CHEBI_100982,CHEBI_100982_CHEBI_102269,Diastereomers,Diastereomers,100.0
CHEBI_95602,CHEBI_112466,CHEBI_112466_CHEBI_95602,Diastereomers,Stereo-resolution pairs,100.0
CHEBI_157050,CHEBI_157346,CHEBI_157050_CHEBI_157346,Stereo-resolution pairs,Stereo-resolution pairs,77.0
CHEBI_115155,CHEBI_3703,CHEBI_115155_CHEBI_3703,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_50621,CHEBI_50619,CHEBI_50619_CHEBI_50621,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_142460,CHEBI_77436,CHEBI_142460_CHEBI_77436,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_75471,CHEBI_75569,CHEBI_75471_CHEBI_75569,Enantiomers,Enantiomers,100.0
CHEBI_181242,CHEBI_68433,CHEBI_181242_CHEBI_68433,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_130111,CHEBI_130017,CHEBI_130017_CHEBI_130111,Diastereomers,Diastereomers,100.0
CHEBI_126851,CHEBI_126906,CHEBI_126851_CHEBI_126906,Diastereomers,Stereo-resolution pairs,81.0
CHEBI_26137,CHEBI_83263,CHEBI_26137_CHEBI_83263,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_188363,CHEBI_188362,CHEBI_188362_CHEBI_188363,Diastereomers,Diastereomers,80.0
CHEBI_206506,CHEBI_206499,CHEBI_206499_CHEBI_206506,Diastereomers,Diastereomers,100.0
CHEBI_37011,CHEBI_84813,CHEBI_37011_CHEBI_84813,Stereo-resolution pairs,Stereo-resolution pairs,82.0
CHEBI_38562,CHEBI_38568,CHEBI_38562_CHEBI_38568,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_182578,CHEBI_64530,CHEBI_182578_CHEBI_64530,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_11909,CHEBI_16229,CHEBI_11909_CHEBI_16229,Diastereomers,Diastereomers,100.0
CHEBI_46398,CHEBI_15713,CHEBI_15713_CHEBI_46398,Protomers,Protomers,92.0
CHEBI_16387,CHEBI_17041,CHEBI_16387_CHEBI_17041,Enantiomers,Enantiomers,100.0
CHEBI_9577,CHEBI_50043,CHEBI_50043_CHEBI_9577,Enantiomers,Enantiomers,100.0
CHEBI_133533,CHEBI_133532,CHEBI_133532_CHEBI_133533,Protomers,Protomers,93.0
CHEBI_3828,CHEBI_437678,CHEBI_3828_CHEBI_437678,Enantiomers,Enantiomers,100.0
CHEBI_83655,CHEBI_83653,CHEBI_83653_CHEBI_83655,Enantiomers,Enantiomers,100.0
CHEBI_70670,CHEBI_70671,CHEBI_70670_CHEBI_70671,Diastereomers,Diastereomers,76.0
CHEBI_69088,CHEBI_9971,CHEBI_69088_CHEBI_9971,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_143880,CHEBI_143879,CHEBI_143879_CHEBI_143880,Enantiomers,Enantiomers,100.0
CHEBI_77562,CHEBI_64310,CHEBI_64310_CHEBI_77562,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_82605,CHEBI_83239,CHEBI_82605_CHEBI_83239,Protomers,Protomers,92.0
CHEBI_60893,CHEBI_17576,CHEBI_17576_CHEBI_60893,Enantiomers,Enantiomers,100.0
CHEBI_145887,CHEBI_151238,CHEBI_145887_CHEBI_151238,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_73072,CHEBI_84098,CHEBI_73072_CHEBI_84098,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_61574,CHEBI_61593,CHEBI_61574_CHEBI_61593,Diastereomers,Diastereomers,100.0
CHEBI_100474,CHEBI_100884,CHEBI_100474_CHEBI_100884,Diastereomers,Diastereomers,100.0
CHEBI_155601,CHEBI_150879,CHEBI_150879_CHEBI_155601,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_136976,CHEBI_137966,CHEBI_136976_CHEBI_137966,Protomers,Protomers,96.0
CHEBI_101793,CHEBI_99694,CHEBI_101793_CHEBI_99694,Diastereomers,Diastereomers,100.0
CHEBI_73709,CHEBI_50613,CHEBI_50613_CHEBI_73709,Protomers,Protomers,89.0
CHEBI_9399,CHEBI_142550,CHEBI_142550_CHEBI_9399,Enantiomers,Enantiomers,100.0
CHEBI_128403,CHEBI_131321,CHEBI_128403_CHEBI_131321,Diastereomers,Stereo-resolution pairs,79.0
CHEBI_114008,CHEBI_114069,CHEBI_114008_CHEBI_114069,Diastereomers,Diastereomers,100.0
CHEBI_801,CHEBI_2524,CHEBI_2524_CHEBI_801,Diastereomers,Diastereomers,100.0
CHEBI_137013,CHEBI_73807,CHEBI_137013_CHEBI_73807,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_204844,CHEBI_215948,CHEBI_204844_CHEBI_215948,Diastereomers,Diastereomers,100.0
CHEBI_57838,CHEBI_16621,CHEBI_16621_CHEBI_57838,Protomers,Protomers,83.0
CHEBI_28151,CHEBI_30939,CHEBI_28151_CHEBI_30939,Enantiomers,Enantiomers,100.0
CHEBI_42280,CHEBI_37000,CHEBI_37000_CHEBI_42280,Enantiomers,Enantiomers,100.0
CHEBI_189030,CHEBI_62111,CHEBI_189030_CHEBI_62111,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_157390,CHEBI_71327,CHEBI_157390_CHEBI_71327,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_32948,CHEBI_32947,CHEBI_32947_CHEBI_32948,Enantiomers,Enantiomers,100.0
CHEBI_84462,CHEBI_85401,CHEBI_84462_CHEBI_85401,Protomers,Protomers,88.0
CHEBI_181121,CHEBI_17037,CHEBI_17037_CHEBI_181121,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_17684,CHEBI_48309,CHEBI_17684_CHEBI_48309,Protomers,Protomers,88.0
CHEBI_133764,CHEBI_133765,CHEBI_133764_CHEBI_133765,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_60645,CHEBI_60631,CHEBI_60631_CHEBI_60645,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_36237,CHEBI_36239,CHEBI_36237_CHEBI_36239,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_50680,CHEBI_44185,CHEBI_44185_CHEBI_50680,Protomers,Protomers,97.0
CHEBI_113613,CHEBI_113576,CHEBI_113576_CHEBI_113613,Diastereomers,Stereo-resolution pairs,79.0
CHEBI_97348,CHEBI_100622,CHEBI_100622_CHEBI_97348,Diastereomers,Diastereomers,100.0
CHEBI_27667,CHEBI_37620,CHEBI_27667_CHEBI_37620,Enantiomers,Enantiomers,100.0
CHEBI_58137,CHEBI_17416,CHEBI_17416_CHEBI_58137,Protomers,Protomers,88.0
CHEBI_77072,CHEBI_77071,CHEBI_77071_CHEBI_77072,Enantiomers,Enantiomers,100.0
CHEBI_124956,CHEBI_124943,CHEBI_124943_CHEBI_124956,Diastereomers,Diastereomers,100.0
CHEBI_196538,CHEBI_196536,CHEBI_196536_CHEBI_196538,Diastereomers,Diastereomers,79.0
CHEBI_221010,CHEBI_227083,CHEBI_221010_CHEBI_227083,Diastereomers,Diastereomers,100.0
CHEBI_167926,CHEBI_136550,CHEBI_136550_CHEBI_167926,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_155278,CHEBI_152470,CHEBI_152470_CHEBI_155278,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_91190,CHEBI_91191,CHEBI_91190_CHEBI_91191,Protomers,Protomers,92.0
CHEBI_139182,CHEBI_84092,CHEBI_139182_CHEBI_84092,Protomers,Protomers,95.0
CHEBI_181210,CHEBI_9079,CHEBI_181210_CHEBI_9079,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_75537,CHEBI_75536,CHEBI_75536_CHEBI_75537,Enantiomers,Enantiomers,100.0
CHEBI_48256,CHEBI_48258,CHEBI_48256_CHEBI_48258,Diastereomers,Diastereomers,100.0
CHEBI_76955,CHEBI_76953,CHEBI_76953_CHEBI_76955,Enantiomers,Enantiomers,100.0
CHEBI_98889,CHEBI_101180,CHEBI_101180_CHEBI_98889,Diastereomers,Diastereomers,100.0
CHEBI_177353,CHEBI_176896,CHEBI_176896_CHEBI_177353,Stereo-resolution pairs,Stereo-resolution pairs,81.0
CHEBI_93764,CHEBI_125447,CHEBI_125447_CHEBI_93764,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_131510,CHEBI_131517,CHEBI_131510_CHEBI_131517,Protomers,Protomers,89.0
CHEBI_97536,CHEBI_102775,CHEBI_102775_CHEBI_97536,Diastereomers,Diastereomers,100.0
CHEBI_194846,CHEBI_74049,CHEBI_194846_CHEBI_74049,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_34118,CHEBI_39932,CHEBI_34118_CHEBI_39932,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_62419,CHEBI_62247,CHEBI_62247_CHEBI_62419,Protomers,Protomers,90.0
CHEBI_180651,CHEBI_180649,CHEBI_180649_CHEBI_180651,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_155404,CHEBI_152798,CHEBI_152798_CHEBI_155404,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_22998,CHEBI_16592,CHEBI_16592_CHEBI_22998,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_219073,CHEBI_219080,CHEBI_219073_CHEBI_219080,Diastereomers,Diastereomers,100.0
CHEBI_106574,CHEBI_106493,CHEBI_106493_CHEBI_106574,Diastereomers,Diastereomers,100.0
CHEBI_57569,CHEBI_15925,CHEBI_15925_CHEBI_57569,Protomers,Protomers,88.0
CHEBI_143897,CHEBI_143895,CHEBI_143895_CHEBI_143897,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_47796,CHEBI_47795,CHEBI_47795_CHEBI_47796,Enantiomers,Enantiomers,100.0
CHEBI_79044,CHEBI_82987,CHEBI_79044_CHEBI_82987,Protomers,Protomers,96.0
CHEBI_156271,CHEBI_156284,CHEBI_156271_CHEBI_156284,Enantiomers,Enantiomers,100.0
CHEBI_101058,CHEBI_99938,CHEBI_101058_CHEBI_99938,Diastereomers,Diastereomers,100.0
CHEBI_59332,CHEBI_4110,CHEBI_4110_CHEBI_59332,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_55393,CHEBI_55358,CHEBI_55358_CHEBI_55393,Enantiomers,Enantiomers,100.0
CHEBI_197980,CHEBI_200616,CHEBI_197980_CHEBI_200616,Diastereomers,Diastereomers,100.0
CHEBI_211436,CHEBI_211442,CHEBI_211436_CHEBI_211442,Diastereomers,Stereo-resolution pairs,77.0
CHEBI_154679,CHEBI_152135,CHEBI_152135_CHEBI_154679,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_130254,CHEBI_127193,CHEBI_127193_CHEBI_130254,Diastereomers,Stereo-resolution pairs,87.0
CHEBI_69331,CHEBI_69330,CHEBI_69330_CHEBI_69331,Diastereomers,Diastereomers,100.0
CHEBI_194383,CHEBI_46967,CHEBI_194383_CHEBI_46967,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_52439,CHEBI_3489,CHEBI_3489_CHEBI_52439,Protomers,Protomers,97.0
CHEBI_208279,CHEBI_216014,CHEBI_208279_CHEBI_216014,Diastereomers,Stereo-resolution pairs,100.0
CHEBI_95758,CHEBI_96413,CHEBI_95758_CHEBI_96413,Diastereomers,Diastereomers,100.0
CHEBI_125802,CHEBI_125809,CHEBI_125802_CHEBI_125809,Diastereomers,Diastereomers,100.0
CHEBI_219664,CHEBI_224063,CHEBI_219664_CHEBI_224063,Diastereomers,Diastereomers,100.0
CHEBI_2089,CHEBI_166874,CHEBI_166874_CHEBI_2089,Protomers,Protomers,93.0
CHEBI_47002,CHEBI_47005,CHEBI_47002_CHEBI_47005,Enantiomers,Enantiomers,100.0
CHEBI_169292,CHEBI_158739,CHEBI_158739_CHEBI_169292,Diastereomers,Diastereomers,100.0
CHEBI_59361,CHEBI_519990,CHEBI_519990_CHEBI_59361,Diastereomers,Diastereomers,100.0
CHEBI_91315,CHEBI_91317,CHEBI_91315_CHEBI_91317,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_2519,CHEBI_65042,CHEBI_2519_CHEBI_65042,Protomers,Protomers,89.0
CHEBI_208485,CHEBI_209670,CHEBI_208485_CHEBI_209670,Diastereomers,Diastereomers,100.0
CHEBI_152350,CHEBI_148048,CHEBI_148048_CHEBI_152350,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_166876,CHEBI_148606,CHEBI_148606_CHEBI_166876,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_145753,CHEBI_145758,CHEBI_145753_CHEBI_145758,Enantiomers,Enantiomers,100.0
CHEBI_179704,CHEBI_179700,CHEBI_179700_CHEBI_179704,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_59131,CHEBI_420128,CHEBI_420128_CHEBI_59131,Protomers,Protomers,92.0
CHEBI_82994,CHEBI_83082,CHEBI_82994_CHEBI_83082,Protomers,Protomers,92.0
CHEBI_35809,CHEBI_35802,CHEBI_35802_CHEBI_35809,Protomers,Protomers,96.0
CHEBI_131888,CHEBI_15551,CHEBI_131888_CHEBI_15551,Diastereomers,Diastereomers,100.0
CHEBI_221427,CHEBI_200698,CHEBI_200698_CHEBI_221427,Diastereomers,Diastereomers,100.0
CHEBI_68933,CHEBI_76589,CHEBI_68933_CHEBI_76589,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_16076,CHEBI_28247,CHEBI_16076_CHEBI_28247,Diastereomers,Diastereomers,100.0
CHEBI_111714,CHEBI_111780,CHEBI_111714_CHEBI_111780,Diastereomers,Diastereomers,100.0
CHEBI_64814,CHEBI_64786,CHEBI_64786_CHEBI_64814,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_136436,CHEBI_136581,CHEBI_136436_CHEBI_136581,Protomers,Protomers,93.0
CHEBI_76598,CHEBI_76599,CHEBI_76598_CHEBI_76599,Protomers,Protomers,81.0
CHEBI_133681,CHEBI_82932,CHEBI_133681_CHEBI_82932,Protomers,Protomers,91.0
CHEBI_58689,CHEBI_57272,CHEBI_57272_CHEBI_58689,Diastereomers,Diastereomers,100.0
CHEBI_47010,CHEBI_47012,CHEBI_47010_CHEBI_47012,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_130269,CHEBI_129165,CHEBI_129165_CHEBI_130269,Diastereomers,Diastereomers,100.0
CHEBI_151972,CHEBI_154771,CHEBI_151972_CHEBI_154771,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_25882,CHEBI_48026,CHEBI_25882_CHEBI_48026,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_182085,CHEBI_55555,CHEBI_182085_CHEBI_55555,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_1178,CHEBI_35128,CHEBI_1178_CHEBI_35128,Protomers,Protomers,87.0
CHEBI_64011,CHEBI_64038,CHEBI_64011_CHEBI_64038,Protomers,Protomers,86.0
CHEBI_65985,CHEBI_65984,CHEBI_65984_CHEBI_65985,Diastereomers,Diastereomers,100.0
CHEBI_36107,CHEBI_36106,CHEBI_36106_CHEBI_36107,Protomers,Protomers,91.0
CHEBI_149231,CHEBI_154207,CHEBI_149231_CHEBI_154207,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_145902,CHEBI_18082,CHEBI_145902_CHEBI_18082,Protomers,Protomers,97.0
CHEBI_87387,CHEBI_87389,CHEBI_87387_CHEBI_87389,Protomers,Protomers,91.0
CHEBI_59579,CHEBI_145607,CHEBI_145607_CHEBI_59579,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_17721,CHEBI_38113,CHEBI_17721_CHEBI_38113,Enantiomers,Enantiomers,78.0
CHEBI_102215,CHEBI_101313,CHEBI_101313_CHEBI_102215,Diastereomers,Diastereomers,100.0
CHEBI_132251,CHEBI_132247,CHEBI_132247_CHEBI_132251,Enantiomers,Enantiomers,100.0
CHEBI_77711,CHEBI_18131,CHEBI_18131_CHEBI_77711,Protomers,Protomers,95.0
CHEBI_118903,CHEBI_119095,CHEBI_118903_CHEBI_119095,Diastereomers,Diastereomers,100.0
CHEBI_57549,CHEBI_15874,CHEBI_15874_CHEBI_57549,Protomers,Protomers,92.0
CHEBI_57615,CHEBI_16043,CHEBI_16043_CHEBI_57615,Protomers,Protomers,93.0
CHEBI_97319,CHEBI_98116,CHEBI_97319_CHEBI_98116,Diastereomers,Diastereomers,100.0
CHEBI_20659,CHEBI_28859,CHEBI_20659_CHEBI_28859,Diastereomers,Diastereomers,100.0
CHEBI_31059,CHEBI_75296,CHEBI_31059_CHEBI_75296,Protomers,Protomers,96.0
CHEBI_15775,CHEBI_37440,CHEBI_15775_CHEBI_37440,Protomers,Protomers,85.0
CHEBI_131958,CHEBI_132228,CHEBI_131958_CHEBI_132228,Protomers,Protomers,95.0
CHEBI_175533,CHEBI_143538,CHEBI_143538_CHEBI_175533,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_180312,CHEBI_180287,CHEBI_180287_CHEBI_180312,Diastereomers,Diastereomers,80.0
CHEBI_16432,CHEBI_47939,CHEBI_16432_CHEBI_47939,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_65986,CHEBI_65987,CHEBI_65986_CHEBI_65987,Diastereomers,Diastereomers,100.0
CHEBI_100078,CHEBI_101698,CHEBI_100078_CHEBI_101698,Diastereomers,Stereo-resolution pairs,76.0
CHEBI_150374,CHEBI_157096,CHEBI_150374_CHEBI_157096,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_202796,CHEBI_206382,CHEBI_202796_CHEBI_206382,Diastereomers,Diastereomers,100.0
CHEBI_95344,CHEBI_31546,CHEBI_31546_CHEBI_95344,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_47798,CHEBI_47797,CHEBI_47797_CHEBI_47798,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_60360,CHEBI_60359,CHEBI_60359_CHEBI_60360,Enantiomers,Enantiomers,100.0
CHEBI_201606,CHEBI_208924,CHEBI_201606_CHEBI_208924,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_83652,CHEBI_83655,CHEBI_83652_CHEBI_83655,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_173277,CHEBI_63141,CHEBI_173277_CHEBI_63141,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_214655,CHEBI_225948,CHEBI_214655_CHEBI_225948,Diastereomers,Diastereomers,100.0
CHEBI_53658,CHEBI_29007,CHEBI_29007_CHEBI_53658,Protomers,Protomers,97.0
CHEBI_140516,CHEBI_140509,CHEBI_140509_CHEBI_140516,Stereo-resolution pairs,Stereo-resolution pairs,91.0
CHEBI_44639,CHEBI_224366,CHEBI_224366_CHEBI_44639,Protomers,Protomers,83.0
CHEBI_217959,CHEBI_223593,CHEBI_217959_CHEBI_223593,Diastereomers,Diastereomers,98.0
CHEBI_99103,CHEBI_103057,CHEBI_103057_CHEBI_99103,Diastereomers,Diastereomers,100.0
CHEBI_6418,CHEBI_191208,CHEBI_191208_CHEBI_6418,Stereo-resolution pairs,Stereo-resolution pairs,64.0
CHEBI_155314,CHEBI_151203,CHEBI_151203_CHEBI_155314,Stereo-resolution pairs,Stereo-resolution pairs,75.0
CHEBI_123518,CHEBI_123564,CHEBI_123518_CHEBI_123564,Diastereomers,Diastereomers,100.0
CHEBI_191569,CHEBI_67415,CHEBI_191569_CHEBI_67415,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_90784,CHEBI_131528,CHEBI_131528_CHEBI_90784,Protomers,Protomers,95.0
CHEBI_11641,CHEBI_37318,CHEBI_11641_CHEBI_37318,Protomers,Protomers,90.0
CHEBI_57830,CHEBI_16596,CHEBI_16596_CHEBI_57830,Protomers,Protomers,96.0
CHEBI_171688,CHEBI_86389,CHEBI_171688_CHEBI_86389,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_150842,CHEBI_143194,CHEBI_143194_CHEBI_150842,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_118512,CHEBI_118509,CHEBI_118509_CHEBI_118512,Diastereomers,Diastereomers,100.0
CHEBI_217428,CHEBI_217436,CHEBI_217428_CHEBI_217436,Diastereomers,Diastereomers,100.0
CHEBI_139266,CHEBI_139265,CHEBI_139265_CHEBI_139266,Protomers,Protomers,95.0
CHEBI_177643,CHEBI_183891,CHEBI_177643_CHEBI_183891,Diastereomers,Diastereomers,100.0
CHEBI_175867,CHEBI_147961,CHEBI_147961_CHEBI_175867,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_196996,CHEBI_66497,CHEBI_196996_CHEBI_66497,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_133121,CHEBI_133119,CHEBI_133119_CHEBI_133121,Protomers,Protomers,94.0
CHEBI_206266,CHEBI_217976,CHEBI_206266_CHEBI_217976,Diastereomers,Diastereomers,100.0
CHEBI_61267,CHEBI_61280,CHEBI_61267_CHEBI_61280,Protomers,Protomers,93.0
CHEBI_75274,CHEBI_75275,CHEBI_75274_CHEBI_75275,Protomers,Protomers,93.0
CHEBI_28621,CHEBI_132755,CHEBI_132755_CHEBI_28621,Protomers,Protomers,81.0
CHEBI_37464,CHEBI_37465,CHEBI_37464_CHEBI_37465,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_146372,CHEBI_146309,CHEBI_146309_CHEBI_146372,Protomers,Protomers,92.0
CHEBI_50163,CHEBI_28296,CHEBI_28296_CHEBI_50163,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_136658,CHEBI_136659,CHEBI_136658_CHEBI_136659,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_84514,CHEBI_72828,CHEBI_72828_CHEBI_84514,Stereo-resolution pairs,Stereo-resolution pairs,100.0
CHEBI_58730,CHEBI_48000,CHEBI_48000_CHEBI_58730,Protomers,Protomers,92.0
CHEBI_63153,CHEBI_63154,CHEBI_63153_CHEBI_63154,Stereo-resolution pairs,Stereo-resolution pairs,79.0
CHEBI_130052,CHEBI_129946,CHEBI_129946_CHEBI_130052,Diastereomers,Diastereomers,100.0
CHEBI_59762,CHEBI_44743,CHEBI_44743_CHEBI_59762,Protomers,Protomers,55.0
CHEBI_50675,CHEBI_50677,CHEBI_50675_CHEBI_50677,Stereo-resolution pairs,Stereo-resolution pairs,76.0
CHEBI_90933,CHEBI_90934,CHEBI_90933_CHEBI_90934,Protomers,Protomers,100.0
CHEBI_59820,CHEBI_59822,CHEBI_59820_CHEBI_59822,Enantiomers,Enantiomers,100.0
CHEBI_149673,CHEBI_57295,CHEBI_149673_CHEBI_57295,Enantiomers,Enantiomers,100.0
CHEBI_228033,CHEBI_210935,CHEBI_210935_CHEBI_228033,Diastereomers,Diastereomers,100.0
