cluster_id	member_curie	identity_key_strict	molfile_key	molfile_path	raw_canonical_smiles	formula	formal_charge	rdkit_canonical_tautomer
54	CHEBI_102182	C[C@H]1CN([C@@H](C)CO)C(=O)c2ccccc2-c2ccccc2CO[C@H]1CN(C)C(=O)Nc1ccccc1C(F)(F)F	CHEBI_102182	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_102182.sdf	C[C@H]1CN([C@@H](C)CO)C(=O)c2ccccc2-c2ccccc2CO[C@H]1CN(C)C(=O)Nc1ccccc1C(F)(F)F	C31H34F3N3O4	0.0	C[C@H]1CN([C@@H](C)CO)C(=O)c2ccccc2-c2ccccc2CO[C@H]1CN(C)C(=O)Nc1ccccc1C(F)(F)F
55	CHEBI_184852	CCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)([O-])OCC[N+](C)(C)C	CHEBI_184852	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_184852.sdf	CCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)([O-])OCC[N+](C)(C)C	C22H47N2O5P	0.0	CCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)([O-])OCC[N+](C)(C)C
56	CHEBI_161796	N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)O	CHEBI_161796	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_161796.sdf	N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)O	C18H23N3O6	0.0	NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(CC(=O)O)C(=O)O
57	CHEBI_26276	CSc1nc(NC(C)C)nc(NC(C)C)n1	CHEBI_26276	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_26276.sdf	CSc1nc(NC(C)C)nc(NC(C)C)n1	C10H19N5S	0.0	CSc1nc(NC(C)C)nc(NC(C)C)n1
58	CHEBI_150752	CC(=O)N[C@H]1[C@H](OC[C@@H](O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H]2NC(C)=O)[C@H](CO)NC(C)=O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@]3(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@@H]1O	CHEBI_150752	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_150752.sdf	CC(=O)N[C@H]1[C@H](OC[C@@H](O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H]2NC(C)=O)[C@H](CO)NC(C)=O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@]3(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@@H]1O	C47H80N4O34	0.0	CC(=O)N[C@H]1[C@H](OC[C@@H](O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H]2NC(C)=O)[C@H](CO)NC(C)=O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@]3(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@@H]1O
59	CHEBI_232899	CCCCCCCCCC/C=C\CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CHEBI_232899	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_232899.sdf	CCCCCCCCCC/C=C\CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	C39H62N7O17P3S-4	-4.0	CCCCCCCCCC/C=C\CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
60	ocdca7ZcoaE	CCCCCCCCCC/C=C\CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1OP(=O)([O-])[O-]	OCDCA7ZCOAE					
61	CHEBI_137144	CCCCCCCCCCCC/C=C/OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	CHEBI_137144	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_137144.sdf	[H][C@@](O)(CO/C=C/CCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	C22H46NO6P	0.0	[H][C@@](O)(CO/C=C/CCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C
62	CHEBI_184250	CCCCCCCCCCCC/C=C\OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	CHEBI_184250	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_184250.sdf	CCCCCCCCCCCC/C=C\OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C22H46NO6P	0.0	CCCCCCCCCCCC/C=C\OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C
63	CHEBI_202101	CC[C@@H](CC1=CCCC1=O)C(=O)O	CHEBI_202101	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_202101.sdf	CC[C@@H](CC1=CCCC1=O)C(=O)O	C10H14O3	0.0	CCC(CC1=CCCC1=O)C(=O)O
64	CHEBI_218796	CCCC[C@H]1CCCC[C@H](C)Cc2cc(O)c(c(O)c2)[C@@H](CCCC)CCCC[C@H](C)Cc2cc(O)c1c(O)c2	CHEBI_218796	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_218796.sdf	CCCC[C@H]1CCCC[C@H](C)Cc2cc(O)c(c(O)c2)[C@@H](CCCC)CCCC[C@H](C)Cc2cc(O)c1c(O)c2	C36H56O4	0.0	CCCC[C@H]1CCCC[C@H](C)Cc2cc(O)c(c(O)c2)[C@@H](CCCC)CCCC[C@H](C)Cc2cc(O)c1c(O)c2
65	CHEBI_132820	COc1cc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)ccc1O	CHEBI_132820	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_132820.sdf	COc1cc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)ccc1O	C26H32O11	0.0	COc1cc(C[C@H]2COC(=O)C2Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)ccc1O
66	CHEBI_228910	O=C1C=CC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34	CHEBI_228910	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_228910.sdf	[H][C@@]12CCCN3CCC[C@@]([H])([C@@]31[H])[C@@]1([H])CC=CC(=O)N1C2	C15H22N2O	0.0	[H][C@@]12CCCN3CCC[C@@]([H])([C@@]31[H])[C@@]1([H])CC=CC(=O)N1C2
67	CHEBI_114435	COc1ccc(C(=O)Cn2nnc(-c3cccs3)n2)cc1	CHEBI_114435	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_114435.sdf	COc1ccc(C(=O)Cn2nnc(-c3cccs3)n2)cc1	C14H12N4O2S	0.0	COc1ccc(C(=O)Cn2nnc(-c3cccs3)n2)cc1
68	CHEBI_68039	CO[C@@H]1C[C@H]2[C@]3(C)CC[C@H]4C(C)(C)CCC[C@]4(C)[C@H]3C[C@@H](OC(C)=O)[C@]2(C)C2=C1C(=O)O[C@H]2O	CHEBI_68039	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_68039.sdf	[H][C@]12C[C@@H](OC(C)=O)[C@]3(C)C4=C(C(=O)O[C@H]4O)[C@H](OC)C[C@@]3([H])[C@]1(C)CC[C@@]1([H])C(C)(C)CCC[C@]21C	C28H42O6	0.0	[H][C@]12C[C@@H](OC(C)=O)[C@]3(C)C4=C(C(=O)O[C@H]4O)[C@H](OC)C[C@@]3([H])[C@]1(C)CC[C@@]1([H])C(C)(C)CCC[C@]21C
69	CHEBI_186188	OCC1O[C@@H](Oc2cc(O)c3c(c2)OC(c2ccccc2)CC3)C(O)[C@@H](O)[C@@H]1O	CHEBI_186188	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_186188.sdf	OCC1O[C@@H](Oc2cc(O)c3c(c2)OC(c2ccccc2)CC3)C(O)[C@@H](O)[C@@H]1O	C21H24O8	0.0	OCC1O[C@@H](Oc2cc(O)c3c(c2)OC(c2ccccc2)CC3)C(O)[C@@H](O)[C@@H]1O
70	CHEBI_220526	C[C@@]12CCC[C@]3(C)C4=CC(=O)OC[C@]45O[C@@H]5[C@@H](OC1=O)[C@@H]23	CHEBI_220526	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_220526.sdf	C[C@@]12CCC[C@]3(C)C4=CC(=O)OC[C@]45O[C@@H]5[C@@H](OC1=O)[C@@H]23	C16H18O5	0.0	C[C@@]12CCC[C@]3(C)C4=CC(=O)OC[C@]45O[C@@H]5[C@@H](OC1=O)[C@@H]23
71	CHEBI_219051	COc1cc(O)c2c(c1)C(=O)C1=C(C[C@@H](O)[C@@](C)(O)C1)C2=O	CHEBI_219051	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_219051.sdf	COc1cc(O)c2c(c1)C(=O)C1=C(C[C@@H](O)[C@@](C)(O)C1)C2=O	C16H16O6	0.0	COc1cc(O)c2c(O)c3c(c(O)c2c1)=C[C@](C)(O)[C@H](O)C=3
72	CHEBI_163766	CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)CN)[C@@H](C)CC)C(=O)O	CHEBI_163766	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_163766.sdf	CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)CN)[C@@H](C)CC)C(=O)O	C14H27N3O4	0.0	CC[C@H](C)C(NC(=O)C(NC(=O)CN)[C@@H](C)CC)C(=O)O
73	CHEBI_105205	Cc1cc(C(=O)CS(=O)(=O)c2ccccc2)cc(C)c1OC(=O)N(C)C	CHEBI_105205	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_105205.sdf	Cc1cc(C(=O)CS(=O)(=O)c2ccccc2)cc(C)c1OC(=O)N(C)C	C19H21NO5S	0.0	Cc1cc(C(=O)CS(=O)(=O)c2ccccc2)cc(C)c1OC(=O)N(C)C
74	CHEBI_215405	CCC(C)C1=C2C(=O)OC[C@H]2[C@@H](C)[C@H](C)O1	CHEBI_215405	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_215405.sdf	CCC(C)C1=C2C(=O)OC[C@H]2[C@@H](C)[C@H](C)O1	C13H20O3	0.0	CCC(C)C1=C2C(=O)OC[C@H]2[C@@H](C)[C@H](C)O1
75	CHEBI_215681	CC1(C)C=Cc2c(ccc3c2NC(=O)C(C)(C)/C=C\N2C(=O)C4=CCCN4C(=O)[C@@H]2CC3=O)O1	CHEBI_215681	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_215681.sdf	CC1(C)C=Cc2c(ccc3c2NC(=O)C(C)(C)/C=C\N2C(=O)C4=CCCN4C(=O)[C@@H]2CC3=O)O1	C26H27N3O5	0.0	CC1(C)C=Cc2c(ccc3c2NC(=O)C(C)(C)/C=C\N2C(=O)C4=CCCN4C(=O)C2CC3=O)O1
76	CHEBI_151607	CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5NC(C)=O)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H]1O	CHEBI_151607	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_151607.sdf	CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5NC(C)=O)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H]1O	C96H160N6O70	0.0	CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5NC(C)=O)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H]1O
77	CHEBI_155484	CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5NC(C)=O)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H]1O	CHEBI_155484	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_155484.sdf	CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5NC(C)=O)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H]1O	C96H160N6O70	0.0	CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5NC(C)=O)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H]1O
78	CHEBI_152128	CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5NC(C)=O)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H]1O	CHEBI_152128	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_152128.sdf	CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5NC(C)=O)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H]1O	C96H160N6O70	0.0	CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5NC(C)=O)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H]1O
79	CHEBI_151508	CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5NC(C)=O)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H]1O	CHEBI_151508	/home/jackmcgoldrick/Downloads/stereomapper_structures/chebi_structures/CHEBI_151508.sdf	CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5NC(C)=O)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H]1O	C96H160N6O70	0.0	CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5NC(C)=O)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H]5NC(C)=O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4NC(C)=O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@@H](CO)O[C@H]1O
